Youtube title,Video_num,File_id,Start_time,End_time,Label,url
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,16,1577,1585,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,17,1598,1608,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,18,1624,1632,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,19,1634,1637,1,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,20,1641,1644,1,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,21,1679,1685,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,22,1688,1691,1,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,23,1694,1700,1,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,24,1706,1708,1,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,25,1716,1724,1,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,26,1732,1735,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,27,1740,1750,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,28,1750,1756,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,29,1766,1769,2,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,30,1801,1807,1,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,31,1992,2002,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,32,2018,2028,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,33,2321,2331,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,34,2418,2422,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,35,2600,2610,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
★UDT_SEAL 다큐 4탄!★ 아덴만의 용사들 - 청해부대 밀착 취재기!,002,36,2615,2620,0,https://www.youtube.com/watch?v=gRMz4ZEN4Bg
곳곳에 도사리는 사제 폭탄의 위협,003,0,2,8,3,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,1,10,17,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,2,24,27,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,3,59,65,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,4,85,87,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,5,98,102,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,6,139,149,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,7,251,259,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
곳곳에 도사리는 사제 폭탄의 위협,003,8,329,333,0,https://www.youtube.com/watch?v=eqSEgOfQ1HI
Platoon Attack - U.S. Marines Black Sea Rotational Force,004,0,113,117,3,https://www.youtube.com/watch?v=VzClG9WOW7w
Platoon Attack - U.S. Marines Black Sea Rotational Force,004,1,150,160,4,https://www.youtube.com/watch?v=VzClG9WOW7w
Platoon Attack - U.S. Marines Black Sea Rotational Force,004,2,208,213,1,https://www.youtube.com/watch?v=VzClG9WOW7w
Platoon Attack - U.S. Marines Black Sea Rotational Force,004,3,214,224,1,https://www.youtube.com/watch?v=VzClG9WOW7w
Platoon Attack - U.S. Marines Black Sea Rotational Force,004,4,326,332,1,https://www.youtube.com/watch?v=VzClG9WOW7w
Platoon Attack - U.S. Marines Black Sea Rotational Force,004,5,378,396,1,https://www.youtube.com/watch?v=VzClG9WOW7w
NATO Dutch Infantry- URBAN WARFARE exercise in Lithuania,005,0,4,8,0,https://www.youtube.com/watch?v=WNW3I8z6WBQ
NATO Dutch Infantry- URBAN WARFARE exercise in Lithuania,005,1,14,18,0,https://www.youtube.com/watch?v=WNW3I8z6WBQ
NATO Dutch Infantry- URBAN WARFARE exercise in Lithuania,005,2,64,69,1,https://www.youtube.com/watch?v=WNW3I8z6WBQ
NATO Dutch Infantry- URBAN WARFARE exercise in Lithuania,005,3,87,89,1,https://www.youtube.com/watch?v=WNW3I8z6WBQ
NATO Dutch Infantry- URBAN WARFARE exercise in Lithuania,005,4,94,98,1,https://www.youtube.com/watch?v=WNW3I8z6WBQ
Army Soldiers Battling In TOUGH & REALISTIC Urban Warfare Simulation,006,0,11,19,0,https://www.youtube.com/watch?v=AvSEHXGx-xU
Army Soldiers Battling In TOUGH & REALISTIC Urban Warfare Simulation,006,1,50,55,1,https://www.youtube.com/watch?v=AvSEHXGx-xU
Army Soldiers Battling In TOUGH & REALISTIC Urban Warfare Simulation,006,2,163,167,1,https://www.youtube.com/watch?v=AvSEHXGx-xU
Army Soldiers Battling In TOUGH & REALISTIC Urban Warfare Simulation,006,3,173,178,0,https://www.youtube.com/watch?v=AvSEHXGx-xU
Army Soldiers Battling In TOUGH & REALISTIC Urban Warfare Simulation,006,4,245,250,1,https://www.youtube.com/watch?v=AvSEHXGx-xU
Army Soldiers Battling In TOUGH & REALISTIC Urban Warfare Simulation,006,5,529,536,0,https://www.youtube.com/watch?v=AvSEHXGx-xU
Army Soldiers Battling In TOUGH & REALISTIC Urban Warfare Simulation,006,6,540,547,1,https://www.youtube.com/watch?v=AvSEHXGx-xU
USAF Pararescuemen (PJs) • U.S. Air Force Special Operations,007,0,5,11,1,https://www.youtube.com/watch?v=NiQ481TD8ag
USAF Pararescuemen (PJs) • U.S. Air Force Special Operations,007,1,58,68,1,https://www.youtube.com/watch?v=NiQ481TD8ag
USAF Pararescuemen (PJs) • U.S. Air Force Special Operations,007,2,85,92,1,https://www.youtube.com/watch?v=NiQ481TD8ag
USAF Pararescuemen (PJs) • U.S. Air Force Special Operations,007,3,244,249,0,https://www.youtube.com/watch?v=NiQ481TD8ag
USAF Pararescuemen (PJs) • U.S. Air Force Special Operations,007,4,531,539,5,https://www.youtube.com/watch?v=NiQ481TD8ag
USAF Pararescuemen (PJs) • U.S. Air Force Special Operations,007,5,544,548,5,https://www.youtube.com/watch?v=NiQ481TD8ag
Maritime Security Response Team (MSRT) 360,008,0,17,24,5,https://www.youtube.com/watch?v=yN4ntVRfKFo
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,0,45,51,0,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,1,72,79,0,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,2,80,88,1,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,3,150,160,0,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,4,220,228,1,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,5,267,275,1,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,6,277,283,1,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,7,304,314,1,https://www.youtube.com/watch?v=Bpfbw-lccQw
U.S. Marines in Combat with Insurgents - Heavy Firefight in Afghanistan near Sangin,009,8,356,365,0,https://www.youtube.com/watch?v=Bpfbw-lccQw
Japanese Forces conduct USMC marksmanship training with HOWA TYPE 89 & SIG P220,010,0,71,81,1,https://www.youtube.com/watch?v=eP4TSmYAhk4
Japanese Forces conduct USMC marksmanship training with HOWA TYPE 89 & SIG P220,010,1,110,114,1,https://www.youtube.com/watch?v=eP4TSmYAhk4
Air Force Special Operations Night Jump – Static & HALO Jumps Out Of C-130H,011,0,97,105,5,https://www.youtube.com/watch?v=k1n6ZFYkQDw
Air Force Special Operations Night Jump – Static & HALO Jumps Out Of C-130H,011,1,160,170,5,https://www.youtube.com/watch?v=k1n6ZFYkQDw
Air Force Special Operations Night Jump – Static & HALO Jumps Out Of C-130H,011,2,247,253,5,https://www.youtube.com/watch?v=k1n6ZFYkQDw
Air Force Special Operations Night Jump – Static & HALO Jumps Out Of C-130H,011,3,291,301,5,https://www.youtube.com/watch?v=k1n6ZFYkQDw
"British, German and Polish Tanks Train Together During Exercise Dragon 15",012,0,56,60,6,https://www.youtube.com/watch?v=b_7lC79pLFk
"British, German and Polish Tanks Train Together During Exercise Dragon 15",012,1,61,71,5,https://www.youtube.com/watch?v=b_7lC79pLFk
"British, German and Polish Tanks Train Together During Exercise Dragon 15",012,2,143,153,4,https://www.youtube.com/watch?v=b_7lC79pLFk
"British, German and Polish Tanks Train Together During Exercise Dragon 15",012,3,233,243,4,https://www.youtube.com/watch?v=b_7lC79pLFk
"British, German and Polish Tanks Train Together During Exercise Dragon 15",012,4,247,255,4,https://www.youtube.com/watch?v=b_7lC79pLFk
"British, German and Polish Tanks Train Together During Exercise Dragon 15",012,5,284,293,3,https://www.youtube.com/watch?v=b_7lC79pLFk
"British, German and Polish Tanks Train Together During Exercise Dragon 15",012,6,295,305,3,https://www.youtube.com/watch?v=b_7lC79pLFk
German Army MG3 Machine Gunners in Action,013,0,14,24,1,https://www.youtube.com/watch?v=ENipa4fYOSc
German Army MG3 Machine Gunners in Action,013,1,29,35,1,https://www.youtube.com/watch?v=ENipa4fYOSc
German Army MG3 Machine Gunners in Action,013,2,55,64,4,https://www.youtube.com/watch?v=ENipa4fYOSc
German Army MG3 Machine Gunners in Action,013,3,65,67,1,https://www.youtube.com/watch?v=ENipa4fYOSc
German Army MG3 Machine Gunners in Action,013,4,125,130,1,https://www.youtube.com/watch?v=ENipa4fYOSc
How quickly can NATO forces react? Military exercise in Romania with NATO VJTF,014,0,46,48,5,https://www.youtube.com/watch?v=YTe6pRYXwuw
How quickly can NATO forces react? Military exercise in Romania with NATO VJTF,014,1,55,57,5,https://www.youtube.com/watch?v=YTe6pRYXwuw
How quickly can NATO forces react? Military exercise in Romania with NATO VJTF,014,2,58,59,5,https://www.youtube.com/watch?v=YTe6pRYXwuw
How quickly can NATO forces react? Military exercise in Romania with NATO VJTF,014,3,72,75,6,https://www.youtube.com/watch?v=YTe6pRYXwuw
How quickly can NATO forces react? Military exercise in Romania with NATO VJTF,014,4,171,181,5,https://www.youtube.com/watch?v=YTe6pRYXwuw
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,0,46,48,1,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,1,74,78,3,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,2,91,101,6,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,3,116,126,3,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,4,169,179,3,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,5,200,210,3,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,6,320,330,3,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,7,660,667,3,https://www.youtube.com/watch?v=Ja5vEahhAdI
"South Korean Military In Action! Largest-ever, Massive Live Fire Exercise",015,8,876,886,5,https://www.youtube.com/watch?v=Ja5vEahhAdI
A-10 Warthog Live Fire Training,016,0,9,15,6,https://www.youtube.com/watch?v=SrJGNeKn5Qs
A-10 Warthog Live Fire Training,016,1,41,44,6,https://www.youtube.com/watch?v=SrJGNeKn5Qs
A-10 Warthog Live Fire Training,016,2,80,82,6,https://www.youtube.com/watch?v=SrJGNeKn5Qs
A-10 Warthog Live Fire Training,016,3,82,85,6,https://www.youtube.com/watch?v=SrJGNeKn5Qs
A-10 Warthog Live Fire Training,016,4,118,123,6,https://www.youtube.com/watch?v=SrJGNeKn5Qs
A-10 Warthog Live Fire Training,016,5,173,180,6,https://www.youtube.com/watch?v=SrJGNeKn5Qs
Ukrainian Soldiers Shooting The Powerful Soviet RPG-7 And RPG-22 Rocket-Propelled Grenades,017,0,10,17,3,https://www.youtube.com/watch?v=V1NJPSZZBsk&t=2s
Ukrainian Soldiers Shooting The Powerful Soviet RPG-7 And RPG-22 Rocket-Propelled Grenades,017,1,22,25,3,https://www.youtube.com/watch?v=V1NJPSZZBsk&t=2s
Ukrainian Soldiers Shooting The Powerful Soviet RPG-7 And RPG-22 Rocket-Propelled Grenades,017,2,41,46,3,https://www.youtube.com/watch?v=V1NJPSZZBsk&t=2s
Ukrainian Soldiers Shooting The Powerful Soviet RPG-7 And RPG-22 Rocket-Propelled Grenades,017,3,47,54,0,https://www.youtube.com/watch?v=V1NJPSZZBsk&t=2s
Ukrainian Soldiers Shooting The Powerful Soviet RPG-7 And RPG-22 Rocket-Propelled Grenades,017,4,80,90,3,https://www.youtube.com/watch?v=V1NJPSZZBsk&t=2s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,0,10,19,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,1,21,29,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,2,34,43,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,3,45,54,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,4,55,64,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,5,65,72,1,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,6,99,108,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,7,109,118,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,8,120,123,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,9,133,140,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,10,141,150,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,11,152,155,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,12,161,170,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,13,172,181,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,14,183,192,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,15,193,202,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,16,205,207,2,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,17,210,219,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,18,221,226,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,19,227,236,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,20,237,246,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,21,247,255,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,22,262,265,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,23,267,271,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,24,279,284,2,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,25,300,304,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,26,319,324,0,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,27,331,337,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,28,339,342,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,29,343,350,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,30,351,360,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,31,361,370,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,32,371,379,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,33,380,386,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,34,387,393,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,35,403,409,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,36,410,416,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,37,417,426,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
U.S. Army & Czech Army Paratroopers in Air Assault Operation,018,38,427,433,5,https://www.youtube.com/watch?v=hfOL6s2bGoA&t=8s
Sniper Training,019,0,28,30,1,https://www.youtube.com/watch?v=Eu6kWuOkDok
Sniper Training,019,1,36,38,1,https://www.youtube.com/watch?v=Eu6kWuOkDok
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,0,0,3,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,1,19,28,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,2,41,49,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,3,51,58,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,4,59,64,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,5,66,70,2,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,6,75,83,2,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,7,84,90,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,8,93,99,2,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,9,104,109,2,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,10,115,120,2,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,11,234,236,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,12,239,242,0,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,13,277,284,4,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,14,285,293,4,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,15,294,303,4,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,16,304,308,4,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,17,309,313,4,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,18,405,408,1,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
US Army in Intense Training Exercise - Combined Arms Live-Fire Exercise (CALFEX),020,19,420,424,2,https://www.youtube.com/watch?v=wavCf3JrwbE&t=2s
